time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
8.095,0,1,-0.32,-0.19,0.11,-0.06,0.12,0.7,0.71
8.096,0,1,-0.32,-0.51,0.13,-0.03,0.12,0.7,0.71
8.118,0.06,1,-0.19,-0.51,0.13,-0.03,0.12,0.7,0.71
8.122,0.06,1,-0.19,-0.51,0.13,-0.03,0.12,0.7,0.71
8.146,0.1,1,-0.19,-0.51,0.13,-0.03,0.12,0.7,0.71
8.147,0.1,1,-0.19,-0.51,0.13,-0.03,0.06,0.29,0.73
8.148,0.1,1,-0.19,-1.17,0.48,-0.06,0.06,0.29,0.73
8.152,0.08,0.98,-0.21,-1.17,0.48,-0.06,0.06,0.29,0.73
8.172,-0.02,0.94,-0.24,-1.17,0.48,-0.06,0.06,0.29,0.73
8.173,-0.02,0.94,-0.24,-1.17,0.48,-0.06,0.06,0.12,0.8
8.174,-0.02,0.94,-0.24,-0.79,0.46,0.45,0.06,0.12,0.8
8.176,-0.02,0.94,-0.24,-0.79,0.46,0.45,0.06,0.12,0.8
8.192,-0.05,0.9,-0.3,-0.79,0.46,0.45,0.06,0.12,0.8
8.214,0.09,0.9,-0.34,-0.79,0.46,0.45,0.06,0.12,0.8
8.216,0.09,0.9,-0.34,-0.79,0.46,0.45,0.11,0.22,0.92
8.218,0.09,0.9,-0.34,-1.12,0.51,0.46,0.11,0.22,0.92
8.254,0.22,0.94,-0.37,-1.12,0.51,0.46,0.11,0.22,0.92
8.256,0.22,0.94,-0.37,-1.12,0.51,0.46,0.11,0.22,0.92
8.257,0.24,0.93,-0.31,-1.12,0.51,0.46,0.11,0.22,0.92
8.258,0.24,0.93,-0.31,-1.12,0.51,0.46,0.07,0.18,1.13
8.259,0.24,0.93,-0.31,-1.21,0.02,-0.73,0.07,0.18,1.13
8.271,0.18,0.91,-0.28,-1.21,0.02,-0.73,0.07,0.18,1.13
8.291,0.15,0.94,-0.3,-1.21,0.02,-0.73,0.07,0.18,1.13
8.292,0.15,0.94,-0.3,-1.21,0.02,-0.73,0.04,0.53,1.16
8.293,0.15,0.94,-0.3,-0.64,0.27,-0.36,0.04,0.53,1.16
8.308,0.15,0.94,-0.3,-0.64,0.27,-0.36,0.04,0.53,1.16
8.315,0.2,0.98,-0.34,-0.64,0.27,-0.36,0.04,0.53,1.16
8.352,0.2,0.98,-0.34,-1.09,0.39,-0.41,0.04,0.53,1.16
8.354,0.34,0.97,-0.28,-1.09,0.39,-0.41,0.04,0.53,1.16
8.354,0.34,0.97,-0.28,-1.09,0.39,-0.41,0,0.56,1.21
8.356,0.36,0.97,-0.27,-1.09,0.39,-0.41,0,0.56,1.21
8.358,0.36,0.97,-0.27,-1.09,0.39,-0.41,0,0.56,1.21
8.369,0.24,1.09,-0.39,-1.09,0.39,-0.41,0,0.56,1.21
8.371,0.24,1.09,-0.39,-1.09,0.39,-0.41,-0.09,0.67,1.24
8.372,0.24,1.09,-0.39,-0.49,0.99,-0.54,-0.09,0.67,1.24
8.389,0.17,1.24,-0.5,-0.49,0.99,-0.54,-0.09,0.67,1.24
8.41,0.11,1.31,-0.42,-0.49,0.99,-0.54,-0.09,0.67,1.24
8.412,0.11,1.31,-0.42,-0.49,0.99,-0.54,-0.21,0.91,1.33
8.414,0.11,1.31,-0.42,-2.24,3.42,-2.05,-0.21,0.91,1.33
8.435,0.11,1.31,-0.42,-2.24,3.42,-2.05,-0.21,0.91,1.33
8.437,0.08,1.18,-0.24,-2.24,3.42,-2.05,-0.21,0.91,1.33
8.488,0.18,1.13,-0.11,-2.24,3.42,-2.05,-0.21,0.91,1.33
8.49,0.18,1.13,-0.11,-2.24,3.42,-2.05,-0.12,1.09,1.61
8.491,0.18,1.13,-0.11,-2.82,3.62,-2.23,-0.12,1.09,1.61
8.492,0.32,1.2,0.15,-2.82,3.62,-2.23,-0.12,1.09,1.61
8.492,0.32,1.2,0.15,-2.82,3.62,-2.23,-0.12,1.09,1.61
8.493,0.16,1.19,-0.15,-2.82,3.62,-2.23,-0.12,1.09,1.61
8.494,0.16,1.19,-0.15,-2.82,3.62,-2.23,0.38,1.95,2
8.495,0.16,1.19,-0.15,-3.36,3.56,1.1,0.38,1.95,2
8.509,0.12,1.14,-0.34,-3.36,3.56,1.1,0.38,1.95,2
8.537,0.49,1.01,-0.36,-3.36,3.56,1.1,0.38,1.95,2
8.54,0.49,1.01,-0.36,-3.44,3.44,-1.27,0.38,1.95,2
8.542,0.49,1.01,-0.36,-3.44,3.44,-1.27,0.7,2.15,2.13
8.544,0.49,1.01,-0.36,-3.44,3.44,-1.27,0.7,2.15,2.13
8.548,0.64,1.03,-0.19,-3.44,3.44,-1.27,0.7,2.15,2.13
8.568,0.25,0.93,-0.19,-3.44,3.44,-1.27,0.7,2.15,2.13
8.569,0.25,0.93,-0.19,-3.44,3.44,-1.27,0.85,1.62,1.35
8.57,0.25,0.93,-0.19,-3.85,3.76,-1.4,0.85,1.62,1.35
8.588,0.2,0.74,-0.13,-3.85,3.76,-1.4,0.85,1.62,1.35
8.598,0.2,0.74,-0.13,-3.85,3.76,-1.4,0.85,1.62,1.35
8.607,0.2,0.74,-0.13,-2.77,1.61,-0.54,0.85,1.62,1.35
8.608,0.22,0.69,-0.04,-2.77,1.61,-0.54,0.85,1.62,1.35
8.609,0.22,0.69,-0.04,-2.77,1.61,-0.54,0.83,1.99,-0.3
8.634,0.22,0.72,-0.02,-2.77,1.61,-0.54,0.83,1.99,-0.3
8.678,0.22,0.71,0.04,-2.77,1.61,-0.54,0.83,1.99,-0.3
8.681,0.22,0.71,0.04,-2.77,1.61,-0.54,0.74,1.42,-1.41
8.683,0.22,0.71,0.04,-3.78,-0.55,0.87,0.74,1.42,-1.41
8.685,0.22,0.71,0.04,-3.78,-0.55,0.87,0.74,1.42,-1.41
8.686,0.26,0.77,0.04,-3.78,-0.55,0.87,0.74,1.42,-1.41
8.688,0.36,0.86,0.03,-3.78,-0.55,0.87,0.74,1.42,-1.41
8.689,0.36,0.86,0.03,-3.78,-0.55,0.87,0.59,0.06,-2.14
8.691,0.36,0.86,0.03,-3.07,-0.99,1.02,0.59,0.06,-2.14
8.706,0.45,0.87,0.02,-3.07,-0.99,1.02,0.59,0.06,-2.14
8.73,0.45,0.87,0.02,-3.07,-0.99,1.02,0.59,0.06,-2.14
8.733,0.57,0.9,-0.03,-3.07,-0.99,1.02,0.59,0.06,-2.14
8.735,0.57,0.9,-0.03,-3.07,-0.99,1.02,0.25,-1.1,-2.59
8.736,0.57,0.9,-0.03,-0.83,-0.23,1.65,0.25,-1.1,-2.59
8.769,0.54,0.85,-0.04,-0.83,-0.23,1.65,0.25,-1.1,-2.59
8.773,0.46,0.83,-0.09,-0.83,-0.23,1.65,0.25,-1.1,-2.59
8.775,0.46,0.83,-0.09,-0.83,-0.23,1.65,-0.23,-1.63,-2.94
8.777,0.46,0.83,-0.09,1.89,-0.44,1,-0.23,-1.63,-2.94
8.778,0.46,0.83,-0.09,1.89,-0.44,1,-0.23,-1.63,-2.94
8.785,0.49,0.85,-0.17,1.89,-0.44,1,-0.23,-1.63,-2.94
8.804,0.67,0.86,-0.22,1.89,-0.44,1,-0.23,-1.63,-2.94
8.806,0.67,0.86,-0.22,1.89,-0.44,1,-0.6,-2.41,-2.87
8.807,0.67,0.86,-0.22,3.01,-0.76,1.02,-0.6,-2.41,-2.87
8.828,0.87,0.78,-0.18,3.01,-0.76,1.02,-0.6,-2.41,-2.87
8.837,0.87,0.78,-0.18,3.01,-0.76,1.02,-0.6,-2.41,-2.87
8.845,1.03,0.71,-0.25,3.01,-0.76,1.02,-0.6,-2.41,-2.87
8.845,1.03,0.71,-0.25,3.01,-0.76,1.02,-0.87,-2.97,-2.26
8.846,1.03,0.71,-0.25,5.41,-1.21,-0.44,-0.87,-2.97,-2.26
8.864,1.02,0.73,-0.31,5.41,-1.21,-0.44,-0.87,-2.97,-2.26
8.884,0.83,0.67,-0.3,5.41,-1.21,-0.44,-0.87,-2.97,-2.26
8.887,0.83,0.67,-0.3,5.41,-1.21,-0.44,-1.04,-1.63,-1.55
8.889,0.83,0.67,-0.3,8.7,-2.52,-1.66,-1.04,-1.63,-1.55
8.898,0.83,0.67,-0.3,8.7,-2.52,-1.66,-1.04,-1.63,-1.55
8.903,0.54,0.52,-0.2,8.7,-2.52,-1.66,-1.04,-1.63,-1.55
8.925,0.54,0.52,-0.2,9.02,-2.53,-1.97,-1.04,-1.63,-1.55
8.928,0.4,0.44,-0.25,9.02,-2.53,-1.97,-1.04,-1.63,-1.55
8.93,0.4,0.44,-0.25,9.02,-2.53,-1.97,-0.94,-0.07,-1.26
8.949,0.44,0.36,-0.31,9.02,-2.53,-1.97,-0.94,-0.07,-1.26
8.956,0.44,0.36,-0.31,9.02,-2.53,-1.97,-0.94,-0.07,-1.26
8.984,0.76,1,-0.69,9.02,-2.53,-1.97,-0.94,-0.07,-1.26
8.986,0.76,1,-0.69,9.02,-2.53,-1.97,-0.28,-0.33,-0.83
8.987,0.76,1,-0.69,4.4,-5.04,-1.75,-0.28,-0.33,-0.83
8.988,0.8,2.86,0.66,4.4,-5.04,-1.75,-0.28,-0.33,-0.83
9.002,-0.85,2.22,0.99,4.4,-5.04,-1.75,-0.28,-0.33,-0.83
9.003,-0.85,2.22,0.99,4.4,-5.04,-1.75,-0.33,-0.58,0.44
9.004,-0.85,2.22,0.99,1.99,10.34,3.68,-0.33,-0.58,0.44
9.027,-0.85,2.22,0.99,1.99,10.34,3.68,-0.33,-0.58,0.44
9.029,-1.27,0.66,-0.75,1.99,10.34,3.68,-0.33,-0.58,0.44
9.042,0.03,0.25,-0.08,1.99,10.34,3.68,-0.33,-0.58,0.44
9.043,0.03,0.25,-0.08,1.99,10.34,3.68,0.08,1.21,0.02
9.043,0.03,0.25,-0.08,1.92,10.17,3.63,0.08,1.21,0.02
9.087,0.99,0.84,0.3,1.92,10.17,3.63,0.08,1.21,0.02
9.09,0.99,0.84,0.3,1.92,10.17,3.63,0.08,1.21,0.02
9.091,0.67,1.3,-0.11,1.92,10.17,3.63,0.08,1.21,0.02
9.092,0.67,1.3,-0.11,1.92,10.17,3.63,0.15,-0.94,0.62
9.093,0.67,1.3,-0.11,-1.39,-3.91,-1.13,0.15,-0.94,0.62
9.102,-0.21,1.04,-0.41,-1.39,-3.91,-1.13,0.15,-0.94,0.62
9.129,-0.31,1.02,-0.25,-1.39,-3.91,-1.13,0.15,-0.94,0.62
9.132,-0.31,1.02,-0.25,-1.39,-3.91,-1.13,0.19,0.98,0.18
9.134,-0.31,1.02,-0.25,-0.18,1.38,-1.84,0.19,0.98,0.18
9.143,-0.31,1.02,-0.25,-0.18,1.38,-1.84,0.19,0.98,0.18
9.144,-0.14,1.04,-0.15,-0.18,1.38,-1.84,0.19,0.98,0.18
9.16,-0.18,0.97,-0.17,-0.18,1.38,-1.84,0.19,0.98,0.18
9.161,-0.18,0.97,-0.17,-0.18,1.38,-1.84,-0.08,0.89,0.08
9.162,-0.18,0.97,-0.17,-0.22,1.35,-1.86,-0.08,0.89,0.08
9.181,-0.1,1.09,-0.15,-0.22,1.35,-1.86,-0.08,0.89,0.08
9.2,-0.1,1.09,-0.15,-0.22,1.35,-1.86,-0.08,0.89,0.08
9.203,0.17,1.04,-0.11,-0.22,1.35,-1.86,-0.08,0.89,0.08
9.206,0.17,1.04,-0.11,-0.22,1.35,-1.86,-0.24,-0.45,0.47
9.208,0.17,1.04,-0.11,-2.24,0.49,-0.91,-0.24,-0.45,0.47
9.22,0.24,0.89,-0.05,-2.24,0.49,-0.91,-0.24,-0.45,0.47
9.24,0.1,0.98,-0.09,-2.24,0.49,-0.91,-0.24,-0.45,0.47
9.242,0.1,0.98,-0.09,-2.24,0.49,-0.91,-0.29,-0.19,0.47
9.243,0.1,0.98,-0.09,0.62,-0.13,-0.29,-0.29,-0.19,0.47
9.282,0.1,0.98,-0.09,0.62,-0.13,-0.29,-0.29,-0.19,0.47
9.283,0.01,1.05,-0.13,0.62,-0.13,-0.29,-0.29,-0.19,0.47
9.284,0.01,1.05,-0.13,0.49,-0.12,-0.41,-0.29,-0.19,0.47
9.284,0.07,0.98,-0.04,0.49,-0.12,-0.41,-0.29,-0.19,0.47
9.285,0.07,0.98,-0.04,0.49,-0.12,-0.41,-0.3,0.19,0.3
9.299,0.16,0.96,0.01,0.49,-0.12,-0.41,-0.3,0.19,0.3
9.325,0.16,0.96,0.01,0.49,-0.12,-0.41,-0.3,0.19,0.3
9.327,0.13,0.97,0.02,0.49,-0.12,-0.41,-0.3,0.19,0.3
9.329,0.13,0.97,0.02,0.49,-0.12,-0.41,-0.36,-0.2,0.3
9.331,0.13,0.97,0.02,-0.5,0.16,-0.25,-0.36,-0.2,0.3
9.338,0.13,1.03,0,-0.5,0.16,-0.25,-0.36,-0.2,0.3
9.39,0.2,1,-0.02,-0.5,0.16,-0.25,-0.36,-0.2,0.3
9.392,0.2,1,-0.02,-0.5,0.16,-0.25,-0.31,-0.07,0.28
9.393,0.2,1,-0.02,0.11,0.21,0.13,-0.31,-0.07,0.28
9.394,0.2,1,-0.02,0.11,0.21,0.13,-0.31,-0.07,0.28
9.396,0.12,0.93,0.02,0.11,0.21,0.13,-0.31,-0.07,0.28
9.405,0.06,0.99,-0.01,0.11,0.21,0.13,-0.31,-0.07,0.28
9.407,0.06,0.99,-0.01,0.11,0.21,0.13,-0.28,0.1,0.21
9.408,0.06,0.99,-0.01,0.03,0.21,0.02,-0.28,0.1,0.21
9.417,0.11,1.05,0,0.03,0.21,0.02,-0.28,0.1,0.21
9.442,0.11,1.05,0,0.03,0.21,0.02,-0.28,0.1,0.21
9.444,0.1,0.98,-0.01,0.03,0.21,0.02,-0.28,0.1,0.21
9.445,0.1,0.98,-0.01,0.03,0.21,0.02,-0.26,0.04,0.19
9.446,0.1,0.98,-0.01,-0.6,0.14,-0.03,-0.26,0.04,0.19
9.493,0.08,0.97,-0.02,-0.6,0.14,-0.03,-0.26,0.04,0.19
9.497,0.14,1.02,0.01,-0.6,0.14,-0.03,-0.26,0.04,0.19
9.499,0.14,1.02,0.01,-0.6,0.14,-0.03,-0.27,0,0.2
9.501,0.14,1.02,0.01,-0.52,0.1,-0.23,-0.27,0,0.2
9.502,0.14,1.02,0.01,-0.52,0.1,-0.23,-0.27,0,0.2
9.504,0.12,1,0.01,-0.52,0.1,-0.23,-0.27,0,0.2
9.529,0.08,0.96,0.05,-0.52,0.1,-0.23,-0.27,0,0.2
9.531,0.08,0.96,0.05,-0.52,0.1,-0.23,-0.28,0.04,0.21
9.533,0.08,0.96,0.05,-0.59,0.12,-0.33,-0.28,0.04,0.21
9.536,0.1,0.96,0.11,-0.59,0.12,-0.33,-0.28,0.04,0.21
9.56,0.1,0.96,0.11,-0.59,0.12,-0.33,-0.28,0.04,0.21
9.561,0.21,0.99,0.13,-0.59,0.12,-0.33,-0.28,0.04,0.21
9.562,0.21,0.99,0.13,-0.59,0.12,-0.33,-0.22,0.04,0.24
9.564,0.21,0.99,0.13,-0.74,0,0.18,-0.22,0.04,0.24
9.574,0.27,0.99,0.13,-0.74,0,0.18,-0.22,0.04,0.24
9.594,0.23,0.96,0.1,-0.74,0,0.18,-0.22,0.04,0.24
9.597,0.23,0.96,0.1,-0.74,0,0.18,-0.07,0.14,0.22
9.599,0.23,0.96,0.1,0.48,0.03,0.8,-0.07,0.14,0.22
9.616,0.23,0.96,0.1,0.48,0.03,0.8,-0.07,0.14,0.22
9.619,0.16,0.96,0.07,0.48,0.03,0.8,-0.07,0.14,0.22
9.636,0.16,0.96,0.07,0.44,0.04,0.77,-0.07,0.14,0.22
9.639,0.15,1,0.02,0.44,0.04,0.77,-0.07,0.14,0.22
9.641,0.15,1,0.02,0.44,0.04,0.77,0.04,0.38,0.12
9.667,0.15,0.98,0.01,0.44,0.04,0.77,0.04,0.38,0.12
9.674,0.15,0.98,0.01,-0.38,0.06,-0.13,0.04,0.38,0.12
9.677,0.19,0.97,0.02,-0.38,0.06,-0.13,0.04,0.38,0.12
9.678,0.19,0.97,0.02,-0.38,0.06,-0.13,0.04,0.29,0.1
9.679,0.19,0.97,0.02,-0.38,0.06,-0.13,0.04,0.29,0.1
9.716,0.2,0.99,0.04,-0.38,0.06,-0.13,0.04,0.29,0.1
9.717,0.2,0.99,0.04,-0.07,0.09,-0.12,0.04,0.29,0.1
9.718,0.18,0.98,0.04,-0.07,0.09,-0.12,0.04,0.29,0.1
9.719,0.18,0.98,0.04,-0.07,0.09,-0.12,0,0.19,0.08
9.734,0.18,0.99,0.05,-0.07,0.09,-0.12,0,0.19,0.08
9.736,0.18,0.99,0.05,-0.07,0.09,-0.12,0,0.19,0.08
9.763,0.14,0.98,0.05,-0.07,0.09,-0.12,0,0.19,0.08
9.767,0.14,0.98,0.05,-0.07,0.09,-0.12,-0.01,0.26,0.04
9.769,0.14,0.98,0.05,-0.08,0.09,-0.14,-0.01,0.26,0.04
9.773,0.13,0.99,0.05,-0.08,0.09,-0.14,-0.01,0.26,0.04
9.798,0.15,0.98,0.05,-0.08,0.09,-0.14,-0.01,0.26,0.04
9.8,0.15,0.98,0.05,-0.08,0.09,-0.14,0,0.28,0.03
9.801,0.15,0.98,0.05,-0.45,0.16,0,0,0.28,0.03
9.802,0.15,0.98,0.05,-0.45,0.16,0,0,0.28,0.03
9.812,0.14,0.97,0.05,-0.45,0.16,0,0,0.28,0.03
9.852,0.14,0.97,0.05,-0.55,0.06,-0.06,0,0.28,0.03
9.857,0.14,0.98,0.05,-0.55,0.06,-0.06,0,0.28,0.03
9.857,0.14,0.98,0.05,-0.55,0.06,-0.06,0,0.18,0.07
9.858,0.16,0.98,0.07,-0.55,0.06,-0.06,0,0.18,0.07
9.859,0.16,0.98,0.07,-0.55,0.06,-0.06,0,0.18,0.07
9.892,0.19,0.98,0.06,-0.55,0.06,-0.06,0,0.18,0.07
9.895,0.19,0.98,0.06,-0.55,0.06,-0.06,0,0.11,0.09
9.898,0.19,0.98,0.06,-0.57,0.07,-0.07,0,0.11,0.09
9.9,0.17,0.98,0.06,-0.57,0.07,-0.07,0,0.11,0.09
9.911,0.16,0.98,0.08,-0.57,0.07,-0.07,0,0.11,0.09
9.912,0.16,0.98,0.08,-0.57,0.07,-0.07,0.02,0.12,0.08
9.913,0.16,0.98,0.08,-0.29,0.11,0.12,0.02,0.12,0.08
9.927,0.16,0.98,0.08,-0.29,0.11,0.12,0.02,0.12,0.08
9.959,0.22,1,0.05,-0.29,0.11,0.12,0.02,0.12,0.08
9.96,0.24,0.98,0.02,-0.29,0.11,0.12,0.02,0.12,0.08
9.961,0.24,0.98,0.02,-0.29,0.11,0.12,0.07,0.18,0.04
9.961,0.24,0.98,0.02,0.03,0.17,-0.01,0.07,0.18,0.04
9.969,0.18,0.95,0.01,0.03,0.17,-0.01,0.07,0.18,0.04
9.973,0.18,0.95,0.01,0.03,0.17,-0.01,0.07,0.18,0.04
9.989,0.15,0.95,0.05,0.03,0.17,-0.01,0.07,0.18,0.04
9.991,0.15,0.95,0.05,0.03,0.17,-0.01,0.05,0.21,-0.04
9.992,0.15,0.95,0.05,0.05,0.16,-0.01,0.05,0.21,-0.04
10.01,0.15,0.97,0.08,0.05,0.16,-0.01,0.05,0.21,-0.04
10.037,0.16,0.98,0.07,0.05,0.16,-0.01,0.05,0.21,-0.04
10.039,0.16,0.98,0.07,0.05,0.16,-0.01,0,0.03,-0.05
10.04,0.16,0.98,0.07,-0.36,-0.14,-0.07,0,0.03,-0.05
10.041,0.16,0.98,0.07,-0.36,-0.14,-0.07,0,0.03,-0.05
10.074,0.17,0.99,0.08,-0.36,-0.14,-0.07,0,0.03,-0.05
10.083,0.16,1,0.08,-0.36,-0.14,-0.07,0,0.03,-0.05
10.085,0.16,1,0.08,-0.36,-0.14,-0.07,0.01,-0.14,-0.03
10.086,0.16,1,0.08,-0.32,0.18,0.26,0.01,-0.14,-0.03
10.089,0.14,0.98,0.04,-0.32,0.18,0.26,0.01,-0.14,-0.03
10.093,0.14,0.98,0.04,-0.32,0.18,0.26,0.01,-0.14,-0.03
10.108,0.16,0.97,0.01,-0.32,0.18,0.26,0.01,-0.14,-0.03
10.11,0.16,0.97,0.01,-0.32,0.18,0.26,0.06,-0.1,-0.02
10.111,0.16,0.97,0.01,-0.31,0.18,0.29,0.06,-0.1,-0.02
10.133,0.17,0.99,0.01,-0.31,0.18,0.29,0.06,-0.1,-0.02
10.166,0.14,0.97,0.02,-0.31,0.18,0.29,0.06,-0.1,-0.02
10.169,0.14,0.97,0.02,-0.31,0.18,0.29,0.04,-0.16,-0.01
10.17,0.14,0.97,0.02,-0.39,0.07,-0.23,0.04,-0.16,-0.01
10.172,0.14,0.97,0.02,-0.39,0.07,-0.23,0.04,-0.16,-0.01
10.172,0.13,0.99,0.04,-0.39,0.07,-0.23,0.04,-0.16,-0.01
10.188,0.14,1,0.05,-0.39,0.07,-0.23,0.04,-0.16,-0.01
10.191,0.14,1,0.05,-0.39,0.07,-0.23,0.01,-0.15,0
10.192,0.14,1,0.05,-0.56,0.16,-0.07,0.01,-0.15,0
10.208,0.14,0.99,0.03,-0.56,0.16,-0.07,0.01,-0.15,0
10.237,0.14,0.99,0.03,-0.56,0.16,-0.07,0.01,-0.15,0
10.24,0.14,0.97,0.03,-0.56,0.16,-0.07,0.01,-0.15,0
10.241,0.14,0.97,0.03,-0.56,0.16,-0.07,0.03,-0.13,0.04
10.242,0.14,0.97,0.03,-0.57,0.16,-0.05,0.03,-0.13,0.04
10.273,0.18,0.96,0.04,-0.57,0.16,-0.05,0.03,-0.13,0.04
10.274,0.22,0.98,0.04,-0.57,0.16,-0.05,0.03,-0.13,0.04
10.276,0.22,0.98,0.04,-0.57,0.16,-0.05,0.03,-0.17,0.08
10.277,0.22,0.98,0.04,-0.47,0.04,-0.08,0.03,-0.17,0.08
10.278,0.22,0.98,0.04,-0.47,0.04,-0.08,0.03,-0.17,0.08
10.286,0.18,0.97,0.05,-0.47,0.04,-0.08,0.03,-0.17,0.08
10.306,0.14,0.98,0.04,-0.47,0.04,-0.08,0.03,-0.17,0.08
10.307,0.14,0.98,0.04,-0.47,0.04,-0.08,0.04,-0.14,0.05
10.308,0.14,0.98,0.04,-0.2,0.07,0.07,0.04,-0.14,0.05
10.333,0.21,0.99,0.04,-0.2,0.07,0.07,0.04,-0.14,0.05
10.335,0.21,0.99,0.04,-0.2,0.07,0.07,0.04,-0.14,0.05
10.348,0.2,0.97,0.05,-0.2,0.07,0.07,0.04,-0.14,0.05
10.352,0.2,0.97,0.05,-0.2,0.07,0.07,0.07,-0.09,0.04
10.354,0.2,0.97,0.05,-0.22,0.07,0.1,0.07,-0.09,0.04
10.374,0.14,0.98,0.02,-0.22,0.07,0.1,0.07,-0.09,0.04
10.385,0.13,0.99,0,-0.22,0.07,0.1,0.07,-0.09,0.04
10.387,0.13,0.99,0,-0.22,0.07,0.1,0.1,0,0.04
10.388,0.13,0.99,0,-0.19,0.07,0.08,0.1,0,0.04
10.393,0.13,0.99,0,-0.19,0.07,0.08,0.1,0,0.04
10.405,0.18,0.99,0,-0.19,0.07,0.08,0.1,0,0.04
10.425,0.2,0.98,0.01,-0.19,0.07,0.08,0.1,0,0.04
10.427,0.2,0.98,0.01,-0.19,0.07,0.08,0.08,-0.07,0.06
10.427,0.2,0.98,0.01,-0.32,0.14,-0.21,0.08,-0.07,0.06
10.46,0.19,0.97,0,-0.32,0.14,-0.21,0.08,-0.07,0.06
10.463,0.19,0.97,0,-0.32,0.14,-0.21,0.08,-0.07,0.06
10.468,0.19,0.97,0,-0.34,0.14,-0.18,0.08,-0.07,0.06
10.47,0.18,0.98,0,-0.34,0.14,-0.18,0.08,-0.07,0.06
10.472,0.18,0.98,0,-0.34,0.14,-0.18,0.06,-0.05,0.06
10.483,0.17,0.98,0.02,-0.34,0.14,-0.18,0.06,-0.05,0.06
10.503,0.19,0.98,0.02,-0.34,0.14,-0.18,0.06,-0.05,0.06
10.504,0.19,0.98,0.02,-0.34,0.14,-0.18,0.03,-0.05,0.06
10.504,0.19,0.98,0.02,-0.28,0.05,-0.14,0.03,-0.05,0.06
10.512,0.19,0.98,0.02,-0.28,0.05,-0.14,0.03,-0.05,0.06
10.522,0.21,0.99,0.02,-0.28,0.05,-0.14,0.03,-0.05,0.06
10.542,0.21,0.97,0,-0.28,0.05,-0.14,0.03,-0.05,0.06
10.543,0.21,0.97,0,-0.28,0.05,-0.14,0.03,-0.1,0.06
10.543,0.21,0.97,0,-0.07,0.09,-0.04,0.03,-0.1,0.06
10.562,0.21,0.96,0.02,-0.07,0.09,-0.04,0.03,-0.1,0.06
10.572,0.21,0.96,0.02,-0.07,0.09,-0.04,0.03,-0.1,0.06
10.584,0.21,0.96,0.02,-0.08,0.09,-0.03,0.03,-0.1,0.06
10.597,0.2,0.99,0.02,-0.08,0.09,-0.03,0.03,-0.1,0.06
10.598,0.2,0.99,0.02,-0.08,0.09,-0.03,0.03,-0.05,0.02
10.602,0.18,0.99,-0.01,-0.08,0.09,-0.03,0.03,-0.05,0.02
10.622,0.2,0.98,0.01,-0.08,0.09,-0.03,0.03,-0.05,0.02
10.624,0.2,0.98,0.01,-0.08,0.09,-0.03,0.02,0.01,0
10.625,0.2,0.98,0.01,-0.14,0.09,-0.07,0.02,0.01,0
10.64,0.2,0.98,0.01,-0.14,0.09,-0.07,0.02,0.01,0
10.645,0.19,0.97,0.03,-0.14,0.09,-0.07,0.02,0.01,0
10.677,0.17,0.98,0,-0.14,0.09,-0.07,0.02,0.01,0
10.678,0.17,0.98,0,-0.14,0.09,-0.07,0.02,0.05,-0.01
10.679,0.17,0.98,0,-0.23,0.03,-0.03,0.02,0.05,-0.01
10.681,0.17,0.98,0.01,-0.23,0.03,-0.03,0.02,0.05,-0.01
10.692,0.17,0.98,0.01,-0.23,0.03,-0.03,0.02,0.05,-0.01
10.7,0.16,0.99,0,-0.23,0.03,-0.03,0.02,0.05,-0.01
10.701,0.16,0.99,0,-0.23,0.03,-0.03,0.02,0.06,0.01
10.702,0.16,0.99,0,-0.2,0.03,-0.02,0.02,0.06,0.01
10.72,0.17,0.98,-0.01,-0.2,0.03,-0.02,0.02,0.06,0.01
10.74,0.21,0.97,0.02,-0.2,0.03,-0.02,0.02,0.06,0.01
10.741,0.21,0.97,0.02,-0.2,0.03,-0.02,0.01,-0.03,0.04
10.745,0.21,0.97,0.02,-0.4,0.13,-0.13,0.01,-0.03,0.04
10.763,0.21,0.97,0.02,-0.4,0.13,-0.13,0.01,-0.03,0.04
10.765,0.22,0.97,0,-0.4,0.13,-0.13,0.01,-0.03,0.04
